year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-lis-bro-w03-1,Bronze,"Carlos Vega & Pablo Herrera",athleteprofile-1767226939915-4nim4c|athleteprofile-1767227069915-7czior,0,78.5,100%_bots,16,16,false
2029,tournament-2029-cas-mas-w43-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2029,tournament-2029-cai-bro-w44-1,Bronze,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2029,tournament-2029-mex-sil-w44-2,Silver,"Lucas Navarro & Mateo Molina",athleteprofile-1767227098915-igmloo|athleteprofile-1767226986915-x3j50n,0,82.5,100%_bots,16,16,false
2029,tournament-2029-cpt-pla-w45-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2029,tournament-2029-mel-bro-w46-1,Bronze,"Lucas Navarro & Mateo Molina",athleteprofile-1767227098915-igmloo|athleteprofile-1767226986915-x3j50n,0,82.5,100%_bots,16,16,false
2029,tournament-2029-lim-eli-w46-2,Elite,"Jorge Nieto & Carlos Castro",real_jorge_nieto|athleteprofile-1767226983915-ciovwa,1,94,mista,20,20,false
2029,tournament-2029-tok-sil-w47-1,Silver,"Rubén Romero & Rubén Iglesias",athleteprofile-1767226988915-dvil7g|athleteprofile-1767226928915-l2809c,0,89.5,100%_bots,16,16,false
2030,tournament-2030-cas-bro-w01-1,Bronze,"Ignacio Sager & Tomás Vidal",real_ignacio_sager|athlete-003,1,87,mista,16,16,false
2030,tournament-2030-ber-mas-w01-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-mad-sil-w02-1,Silver,"Pablo Ramos & Tomás Navarro",athleteprofile-1767227033915-w0xqoq|athleteprofile-1767239760915-w47uv2,0,81,100%_bots,16,16,false
2030,tournament-2030-nai-gol-w02-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-par-bro-w03-1,Bronze,"Javier Rojas 360 & Guillermo Collado",athleteprofile-1767227155915-vn6l73|real_guillermo_collado,1,80.5,mista,16,16,false
2030,tournament-2030-san-eli-w03-2,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,20,20,false
2030,tournament-2030-lim-bro-w05-1,Bronze,"Rubén Giménez & Thiago Pereira",athleteprofile-1767227097915-tb7azt|athleteprofile-1767226904915-hm24k2,0,83.5,100%_bots,16,16,false
2030,tournament-2030-rom-sil-w05-2,Silver,"Emiliano Alonso & Samuel López",athleteprofile-1767227288915-hmwr13|athleteprofile-1767227168915-ow4v22,0,87.5,100%_bots,16,16,false
2030,tournament-2030-mil-mas-w05-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-mon-pla-w06-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2030,tournament-2030-mum-cro-w06-2,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2030,tournament-2030-akl-bro-w07-1,Bronze,"Pablo Ramos & Tomás Navarro",athleteprofile-1767227033915-w0xqoq|athleteprofile-1767239760915-w47uv2,0,81,100%_bots,16,16,false
2030,tournament-2030-cor-sil-w08-1,Silver,"José Luis González & Enzo Santos",real_jose_luis_gonzalez|athleteprofile-1767227140915-xeeooa,1,83.5,mista,16,16,false
2030,tournament-2030-sto-gol-w08-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-san-eli-w08-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2030,tournament-2030-mad-bro-w09-1,Bronze,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,16,16,false
2030,tournament-2030-lim-mas-w10-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2030,tournament-2030-seo-bro-w11-1,Bronze,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2030,tournament-2030-sao-sil-w11-2,Silver,"Rafael Santos & Mateo Costa",athleteprofile-1767227022915-cv7rrg|athleteprofile-1767226914915-lgx32y,0,87.5,100%_bots,16,16,false
2030,tournament-2030-lis-bro-w13-1,Bronze,"Thiago Pereira & Gonzalo Castro",athleteprofile-1767234317915-n131jc|athleteprofile-1767227228915-dghetr,0,81.5,100%_bots,16,16,false
2030,tournament-2030-sha-eli-w13-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2030,tournament-2030-rio-sil-w14-1,Silver,"Diego Vega & Ramiro Pereyra",athleteprofile-1767227001915-vg4klk|real_ramiro_pereyra,1,88,mista,16,16,false
2030,tournament-2030-mex-gol-w14-2,Gold,"Francisco Cabeza Teres & Felipe Cabrera",real_francisco_cabeza_teres|athleteprofile-1767227724915-58ud3y,1,89,mista,24,24,false
2030,tournament-2030-nyc-mas-w14-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-akl-pla-w14-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2030,tournament-2030-lim-bro-w15-1,Bronze,"Diego Castro 352 & Miguel Campos",athleteprofile-1767227147915-kqnthb|athleteprofile-1767226957915-k4xdrq,0,87.5,100%_bots,16,16,false
2030,tournament-2030-mia-bro-w17-1,Bronze,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2030,tournament-2030-mum-sil-w17-2,Silver,"Thiago Pereira & Gonzalo Castro",athleteprofile-1767234317915-n131jc|athleteprofile-1767227228915-dghetr,0,81.5,100%_bots,16,16,false
2030,tournament-2030-sin-eli-w17-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2030,tournament-2030-doh-cro-w18-1,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2030,tournament-2030-cph-bro-w19-1,Bronze,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2030,tournament-2030-bkk-mas-w19-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-ber-sil-w20-1,Silver,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2030,tournament-2030-pra-gol-w20-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-ath-bro-w21-1,Bronze,"Javier Rojas 360 & Guillermo Collado",athleteprofile-1767227155915-vn6l73|real_guillermo_collado,1,80.5,mista,16,16,false
2030,tournament-2030-vie-pla-w22-1,Platinum,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,32,32,false
2030,tournament-2030-ist-eli-w22-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2030,tournament-2030-tor-bro-w23-1,Bronze,"Lucas Ramos & Santiago García",athleteprofile-1767227088915-aioebn|athleteprofile-1767226947915-8w8p9e,0,84.5,100%_bots,16,16,false
2030,tournament-2030-cun-sil-w23-2,Silver,"Javier Rojas 360 & Guillermo Collado",athleteprofile-1767227155915-vn6l73|real_guillermo_collado,1,80.5,mista,16,16,false
2030,tournament-2030-mon-bro-w24-1,Bronze,"Diego Romero & Álvaro Castro",athleteprofile-1767227111915-pp8n6h|athleteprofile-1767226970915-loecw3,0,85,100%_bots,16,16,false
2030,tournament-2030-doh-mas-w24-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-pra-gol-w25-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-san-bro-w26-1,Bronze,"Diego Vega & Ramiro Pereyra",athleteprofile-1767227001915-vg4klk|real_ramiro_pereyra,1,88,mista,16,16,false
2030,tournament-2030-bcn-sil-w26-2,Silver,"Miguel Yanguas & Gael García",real_miguel_yanguas|athleteprofile-1767241874915-08nqu0,1,82,mista,16,16,false
2030,tournament-2030-sin-eli-w27-1,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2030,tournament-2030-mum-bro-w28-1,Bronze,"Daniel Ferrer & Bruno Silva",athleteprofile-1767226902915-pm8m9c|athleteprofile-1767228770915-3ipht8,0,87.5,100%_bots,16,16,false
2030,tournament-2030-lon-sil-w29-1,Silver,"Daniel Ferrer & Bruno Silva",athleteprofile-1767226902915-pm8m9c|athleteprofile-1767228770915-3ipht8,0,87.5,100%_bots,16,16,false
2030,tournament-2030-mel-mas-w29-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2030,tournament-2030-mex-pla-w29-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2030,tournament-2030-riy-cro-w29-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2030,tournament-2030-pra-bro-w30-1,Bronze,"Bruno López & Carlos Vega",athleteprofile-1767231545915-jgavhb|athleteprofile-1767226939915-4nim4c,0,86.5,100%_bots,16,16,false
2030,tournament-2030-cai-gol-w31-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2030,tournament-2030-bog-bro-w32-1,Bronze,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2030,tournament-2030-dub-sil-w32-2,Silver,"Mateo García & Samuel Molina",athleteprofile-1767226930915-rv1yyi|athleteprofile-1767227154915-f4fdyl,0,85,100%_bots,16,16,false
2030,tournament-2030-akl-eli-w32-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,20,20,false
2030,tournament-2030-rio-mas-w33-1,Masters,"Marco Pereira & Miguel Martínez",athleteprofile-1767226959915-le534g|athleteprofile-1767227723915-zr1nl6,0,93.5,100%_bots,24,24,false
2030,tournament-2030-osa-bro-w34-1,Bronze,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2030,tournament-2030-riy-sil-w35-1,Silver,"Bruno Navarro & Rafael Alonso",athleteprofile-1767243868915-zi6sa7|athleteprofile-1767228768915-3pnwai,0,78.5,100%_bots,16,16,false
2030,tournament-2030-mil-bro-w36-1,Bronze,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2030,tournament-2030-pra-eli-w36-2,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,20,20,false
2030,tournament-2030-lon-gol-w37-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2030,tournament-2030-cun-pla-w37-2,Platinum,"Jorge Nieto & Carlos Castro",real_jorge_nieto|athleteprofile-1767226983915-ciovwa,1,94,mista,32,32,false
2030,tournament-2030-ber-bro-w38-1,Bronze,"Diego Vega & Ramiro Pereyra",athleteprofile-1767227001915-vg4klk|real_ramiro_pereyra,1,88,mista,16,16,false
2030,tournament-2030-vie-sil-w38-2,Silver,"Santiago Rojas & Gonzalo Alfonso",athleteprofile-1767227215915-2odsvn|real_gonzalo_alfonso,1,91.5,mista,16,16,false
2030,tournament-2030-bcn-mas-w38-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2030,tournament-2030-doh-bro-w40-1,Bronze,"Gonzalo Sánchez & Mateo Ortiz",athleteprofile-1767226945915-x2pj6y|athleteprofile-1767227080915-5eoyrh,0,86,100%_bots,16,16,false
2030,tournament-2030-dub-sil-w41-1,Silver,"Javier Leal & Nicolás Alonso",real_javier_leal|athleteprofile-1767239764915-0sct6x,1,80.5,mista,16,16,false
2030,tournament-2030-nyc-eli-w41-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98.5,100%_reais,20,20,false
2030,tournament-2030-riy-cro-w41-3,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,20,20,false
2030,tournament-2030-mel-bro-w42-1,Bronze,"Diego Vega & Ramiro Pereyra",athleteprofile-1767227001915-vg4klk|real_ramiro_pereyra,1,88,mista,16,16,false
2030,tournament-2030-cor-gol-w43-1,Gold,"Emiliano Alonso & Samuel López",athleteprofile-1767227288915-hmwr13|athleteprofile-1767227168915-ow4v22,0,88,100%_bots,24,24,false
2030,tournament-2030-cun-mas-w43-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98.5,100%_reais,24,24,false
2030,tournament-2030-cph-bro-w44-1,Bronze,"Thiago Rojas 945 & Lucas Costa",athleteprofile-1767227740915-hebhsa|athleteprofile-1767228769915-y899vr,0,84.5,100%_bots,16,16,false
2030,tournament-2030-ath-sil-w44-2,Silver,"Gonzalo Sánchez & Mateo Ortiz",athleteprofile-1767226945915-x2pj6y|athleteprofile-1767227080915-5eoyrh,0,86,100%_bots,16,16,false
2030,tournament-2030-rio-pla-w45-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98.5,100%_reais,32,32,false
2030,tournament-2030-seo-bro-w46-1,Bronze,"Pedro Sánchez & Thiago Santos",athleteprofile-1767226965915-gvug3w|athleteprofile-1767232914915-iviv7p,0,88,100%_bots,16,16,false
2030,tournament-2030-sin-eli-w46-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98.5,100%_reais,20,20,false
2030,tournament-2030-lax-sil-w47-1,Silver,"Pedro Sánchez & Thiago Santos",athleteprofile-1767226965915-gvug3w|athleteprofile-1767232914915-iviv7p,0,88,100%_bots,16,16,false
2030,tournament-2030-nai-leg-w52-1,Legacy Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98.5,100%_reais,8,7,true
